user_name,user_location,user_friend_count,user_review_count,user_elite,user_yelp_age,user_review_votes,user_url,user_5star,user_4star,user_3star,user_2star,user_1star
Robin G.,"Los Angeles, CA",6,25,0,11/1/2013,11,https://www.yelp.com/user_details?userid=xkFGahTvPNz8O0OXm_Vbww,11,11,1,0,2
Jenica S.,"Folsom, CA",105,21,0,2/1/2011,29,https://www.yelp.com/user_details?userid=tAerkrIolbPIXsV-ShLiMg,14,5,2,0,0
Victoriya L.,"Sacramento, CA",37,28,0,3/1/2014,216,https://www.yelp.com/user_details?userid=-gDIwbSvtYEgNsmjVhmLyw,21,4,0,1,2
Suliman S.,"Elk Grove, CA",0,12,0,10/1/2011,22,https://www.yelp.com/user_details?userid=oQl7uJpN8uV6ElUY3r9YEQ,7,0,0,0,5
Mike B.,"Concord, CA",34,27,0,7/1/2012,50,https://www.yelp.com/user_details?userid=p33VTZhgLMhyoxzLuYCzxw,21,2,0,0,4
Llu Lu" A.","Vacaville, CA",3,7,0,6/1/2011,0,https://www.yelp.com/user_details?userid=2Vn2Bk0msVfyLq_dfB6f-Q,3,0,0,0,4
Cassandra H.,"Elk Grove, CA",12,47,0,1/1/2011,112,https://www.yelp.com/user_details?userid=4ZFYN3qLEZWI6TW4rkO2_Q,15,12,5,9,6
Grant H.,"Long Beach, CA",7,83,0,10/1/2010,141,https://www.yelp.com/user_details?userid=grrTEQOvEBRDsdG2mxBhUQ,14,33,10,10,16
Mariela M.,"Sacramento, CA",0,2,0,6/1/2011,1,https://www.yelp.com/user_details?userid=NTc73ZRQkiCIufai7ghi6A,0,0,0,0,0
Gaby H.,"Gold River, CA",1,28,0,1/1/2015,23,https://www.yelp.com/user_details?userid=rwxbzi8JPgfiD-2Cw9nurw,19,2,0,3,4
Farrah Food Lover" R.","Fair Oaks, CA",19,40,0,9/1/2009,63,https://www.yelp.com/user_details?userid=mogNCwAsPo7ZDBbFdvEKjA,28,2,3,1,6
James M.,"Rancho Cordova, CA",33,226,0,7/1/2010,165,https://www.yelp.com/user_details?userid=rHdZLiWZOU0BYia9pNPPUw,68,83,57,9,9
Kathleen Kathaaay" F.","Beaverton, OR",36,49,0,6/1/2013,169,https://www.yelp.com/user_details?userid=5EuVrhyMlsYYifvQG2xTSQ,8,17,11,7,6
Jayseup S.,"Arcadia, CA",0,13,0,10/1/2015,20,https://www.yelp.com/user_details?userid=ljOS4PJT2nPGqpRNtrpGwg,2,0,2,4,5
Vicki M.,"Auburn, CA",0,11,0,2/1/2013,12,https://www.yelp.com/user_details?userid=3vIhau6zYkU2L9FcnXv4qg,8,0,0,0,3
Vanessa R.,"Sacramento, CA",204,2,0,3/1/2015,3,https://www.yelp.com/user_details?userid=-b0Ywu-HJlHR9HaBXhCDWA,0,0,0,0,0
Gabi R.,"Sacramento, CA",14,3,0,4/1/2016,1,https://www.yelp.com/user_details?userid=pN99FJAW17dKk9QtcgKqkA,0,0,0,0,0
Courtney C.,"Manhattan, NY",39,106,1,1/1/2009,227,https://www.yelp.com/user_details?userid=Cg4ix9yhGpj_oy1nbZD73w,24,51,20,10,1
Cindy D.,"Sacramento, CA",444,65,1,2/1/2012,289,https://www.yelp.com/user_details?userid=UzYb6ZRHoTtEZU6MhUapag,20,19,11,7,8
Julie S.,"Sacramento, CA",185,32,0,10/1/2014,12,https://www.yelp.com/user_details?userid=IdLW12zn49ExprhMeAPPDA,23,4,5,0,0
Zoe L.,"Sacramento, CA",2,12,0,7/1/2016,7,https://www.yelp.com/user_details?userid=KLFx2QnP32wl58eDd1f_IQ,4,3,2,1,2
Mike calbear" D.","Sacramento, CA",3,10,0,7/1/2009,13,https://www.yelp.com/user_details?userid=Isp1gVcNVuP8nTAb_uOcnw,2,5,1,1,1
Yoly R.,"Sacramento, CA",61,24,0,9/1/2008,18,https://www.yelp.com/user_details?userid=b3wZsNv5xvgcOsE4J7_ang,13,6,1,2,2
Rob R.,"Sacramento, CA",123,43,0,7/1/2010,51,https://www.yelp.com/user_details?userid=lTpk4-C9XM949PHjq8hniQ,20,2,1,6,14
Margarita B.,"Sacramento, CA",4,12,0,10/1/2008,19,https://www.yelp.com/user_details?userid=r3Vx9cJKEZLhtbZ6ke3iww,9,3,0,0,0
Renee F.,"Vallejo, CA",38,174,1,8/1/2011,278,https://www.yelp.com/user_details?userid=QZkfVsKfhb4wrkn9Amzyag,34,65,29,16,30
Walt MillionZ" T.","San Jose, CA",15,30,0,4/1/2012,73,https://www.yelp.com/user_details?userid=BiDqGKtdWDpbvmuIO2kN_w,20,0,0,0,10
Rick E.,"Sacramento, CA",163,217,1,9/1/2007,2626,https://www.yelp.com/user_details?userid=dGydU7yFv1PlanTQv-DOcg,82,62,22,31,20
James James "The Great"" C.","Sacramento, CA",7,60,0,10/1/2013,43,https://www.yelp.com/user_details?userid=4l7K9-UOOZCwJIEKNAd9qw,20,23,10,5,2
Eric Dirty Dan Sin" E.","Sacramento, CA",253,235,1,11/1/2008,571,https://www.yelp.com/user_details?userid=he9pKRROydfj84JAWypuBA,61,78,58,23,15
Melinda L.,"Orangevale, CA",2,11,0,1/1/2011,15,https://www.yelp.com/user_details?userid=KooU8Br5kHftEcmxqtTZ6g,5,6,0,0,0
LuvFood S.,"Sacramento, CA",2,257,0,1/1/2007,620,https://www.yelp.com/user_details?userid=lejRs-O3H3zlM-ZqKZIBJA,23,52,40,69,73
Angie B.,"Sacramento, CA",114,9,0,10/1/2012,7,https://www.yelp.com/user_details?userid=N9B52UqL7ZUch7tgDZ3llw,7,0,0,1,1
Vicky B.,"Sacramento, CA",76,7,0,7/1/2011,8,https://www.yelp.com/user_details?userid=CuOLzESKYpDoG2rx80rIRA,7,0,0,0,0
Alex P.,"San Francisco, CA",65,6,0,10/1/2010,12,https://www.yelp.com/user_details?userid=Rdg3cDcyhwZApb25fmMFSw,5,0,0,1,0
Samantha B.,"Sacramento, CA",0,11,0,4/1/2016,2,https://www.yelp.com/user_details?userid=idIfihpn0Xv55sKh4xoYZg,2,3,3,3,0
Alissa Lew" A.","Modesto, CA",1,20,0,2/1/2009,22,https://www.yelp.com/user_details?userid=6Qlc8xIp7-IBHh3WCJy24w,15,4,1,0,0
Joe V.,"Sacramento, CA",15,11,0,5/1/2012,15,https://www.yelp.com/user_details?userid=MeF1Ppj3_Z-SWdMePOZISw,6,4,0,1,0
Talia D.,"Sacramento, CA",7,60,0,6/1/2008,179,https://www.yelp.com/user_details?userid=REgmZkBrlk6jUdIgIps-cQ,40,13,4,3,0
Aviva L.,"Brooklyn, NY",1,13,0,8/1/2012,13,https://www.yelp.com/user_details?userid=bDk51QoOb7Xs76CZx4BeDA,9,4,0,0,0
Gloria O.,"Watsonville, CA",21,4,0,3/1/2012,2,https://www.yelp.com/user_details?userid=yjnKTsoE1Ilx3dgDfPz69A,3,0,1,0,0
Pat M.,"Roseville, CA",0,1,0,9/1/2014,1,https://www.yelp.com/user_details?userid=6gHF6VXJLGoAdWAmWnzOMQ,0,0,0,0,0
Helen K.,"Davis, CA",0,3,0,5/1/2015,0,https://www.yelp.com/user_details?userid=hy-7r9kG26u5ugE_ASsqCg,0,0,0,0,0
Steph Ganeeban" G.","Sacramento, CA",593,823,1,7/1/2010,6221,https://www.yelp.com/user_details?userid=Af33NzmZ2TGpwEKFxUlrlQ,122,352,246,82,21
Ashley C.,"Sacramento, CA",147,1,0,4/1/2011,0,https://www.yelp.com/user_details?userid=i-e6FwSzoXi2uKUT0pqmAA,0,0,0,0,0
Jima K.,"Elk Grove, CA",284,8,0,3/1/2012,4,https://www.yelp.com/user_details?userid=G7_OPEsLb5Y-VWpb76gsSQ,8,0,0,0,0
S. C.,"Orangevale, CA",0,27,0,6/1/2014,42,https://www.yelp.com/user_details?userid=Gib6lL8V5rbQLfdnXzFXHw,25,1,0,0,1
Sue L.,"Sacramento, CA",0,73,0,3/1/2014,78,https://www.yelp.com/user_details?userid=vHr_ne68hCLQR--UqWIPYQ,8,31,21,10,3
jennifer m.,"Sacramento, CA",0,11,0,4/1/2010,5,https://www.yelp.com/user_details?userid=aFumXsJONz4PNKwB5TwGbg,2,4,1,1,3
Armando C.,"Sacramento, CA",0,1,0,2/1/2015,2,https://www.yelp.com/user_details?userid=DjdT_PTdpu6-5Oy6cwrzoA,0,0,0,0,0
Dan S.,"Sacramento, CA",27,36,0,11/1/2010,76,https://www.yelp.com/user_details?userid=BB20SM4_y6vKVB4mfnlZzA,12,6,6,7,5
Jerry D.,"Sacramento, CA",0,12,0,8/1/2013,19,https://www.yelp.com/user_details?userid=nZgQtOHBUbo4EVLgKMV_iA,6,4,1,1,0
Corinne coco" C.","South San Francisco, CA",1,25,0,1/1/2013,50,https://www.yelp.com/user_details?userid=m6JqYJKDQkQlXtmXn0W9kQ,14,2,0,3,6
Rand G.,"Sacramento, CA",53,21,0,9/1/2013,10,https://www.yelp.com/user_details?userid=iaR8twHaPr-p-M2J3OEsuQ,12,6,3,0,0
Brian anybody need a lawyer?" H.","San Francisco, CA",120,233,1,1/1/2007,824,https://www.yelp.com/user_details?userid=0e4YjAU1Y-t2yfCabetEhQ,74,73,47,30,9
Rob partytime" N.","Tracy, CA",0,51,0,5/1/2014,61,https://www.yelp.com/user_details?userid=vgt2rC-2buAPeuZdUex_iA,7,4,10,12,18
Erika S.,"Yuba City, CA",104,118,0,8/1/2014,76,https://www.yelp.com/user_details?userid=I8ff0wtEKlgU4MSEkJDeLw,103,4,5,2,4
Diane bloocheese" T.","Alameda, CA",107,6,0,5/1/2011,4,https://www.yelp.com/user_details?userid=IHIQmmGvYh1WJ7B_Zv_0DA,5,0,1,0,0
Chris W.,"Kirkland, WA",0,8,0,11/1/2011,4,https://www.yelp.com/user_details?userid=ND4IHyWCpeDM5q_5clEqrw,2,1,1,1,3
Angelia H.,"Cuyahoga Falls, OH",7,3,0,6/1/2014,22,https://www.yelp.com/user_details?userid=ps9ni_HDu7GQ_R7xlnEdqg,0,0,0,0,0
Kevin G.,"Fair Oaks, CA",41,176,1,8/1/2008,1032,https://www.yelp.com/user_details?userid=HAbN6yrQFVbllgYuNaXwiw,25,64,67,15,5
M B.,"Phoenix, AZ",0,4,0,10/1/2012,0,https://www.yelp.com/user_details?userid=aDU9E71ApZBO70Kt2gppRg,3,0,0,0,1
Meghna G.,"Fremont, CA",65,269,1,7/1/2009,897,https://www.yelp.com/user_details?userid=BYYoiFhHplqocpeRKVDVPA,78,121,41,20,9
dana n.,"Sacramento, CA",0,8,0,9/1/2011,3,https://www.yelp.com/user_details?userid=E9gEZ6-gemjnGQTVn6YJ6g,6,1,0,0,1
Terry N.,"Sacramento, CA",24,11,0,1/1/2010,149,https://www.yelp.com/user_details?userid=o2B29gTsotI-h6ZBMM5dGg,4,3,1,1,2
-Susan L.,"Yuba City, CA",158,58,0,4/1/2010,102,https://www.yelp.com/user_details?userid=8lDBhWqaLw9GoERmGWZu_w,31,16,6,0,5
Marie K.,"San Carlos, CA",233,7,0,8/1/2010,14,https://www.yelp.com/user_details?userid=oPDNsc3J-Z5Tmrt9Byyz8g,4,0,1,0,2
Brett A.,"Roseville, CA",2,92,1,7/1/2015,72,https://www.yelp.com/user_details?userid=Ti399czvMRtBlWP3Ng3yDw,59,23,2,7,1
Panda GurlyGurlPanda" G.","Elk Grove, CA",70,44,0,6/1/2008,40,https://www.yelp.com/user_details?userid=0piKjHr3ZwrzUWJ5R5yffw,15,20,9,0,0
Cyndi M.,"Roseville, CA",0,5,0,6/1/2014,15,https://www.yelp.com/user_details?userid=ogm3Hv6PyrJ-zkrLOC5Evg,4,0,0,0,1
"Jessica 'dig, eat, drink, repeat' T.","Sacramento, CA",30,55,0,9/1/2006,162,https://www.yelp.com/user_details?userid=rysRR0PTf_IdXKyLlaVweA,16,10,10,13,6
Kristie W.,"San Diego, CA",71,27,0,6/1/2011,32,https://www.yelp.com/user_details?userid=d4nSbjZy3JcTVq7t6u4eoQ,15,10,2,0,0
Bea N.,"Sacramento, CA",44,23,0,10/1/2010,34,https://www.yelp.com/user_details?userid=vvfsada6BL_j1EizK1lTTw,5,12,2,0,4
Joei L.,"Elk Grove, CA",105,8,0,3/1/2016,5,https://www.yelp.com/user_details?userid=DDpl34xvZEJfEr8gTfGLbQ,6,1,1,0,0
Echosaisis All You Can Eat master of the universe" C.","Sacramento, CA",83,239,0,12/1/2006,1895,https://www.yelp.com/user_details?userid=KNxev1f9mZMUEMsYt_9DXg,34,33,26,59,87
Andrea C.,"Stockton, CA",0,5,0,3/1/2016,0,https://www.yelp.com/user_details?userid=AWIlFriJO2r3WjU5DqnNLA,3,2,0,0,0
Joy J.,"Roseville, CA",5,45,0,3/1/2011,413,https://www.yelp.com/user_details?userid=fOsvm2at3qMfcky3MvRL1w,12,23,4,2,4
Wendy D.,"Sacramento, CA",0,19,0,9/1/2009,54,https://www.yelp.com/user_details?userid=gs3_Gxh6m2iW0rAwTlPx3A,3,3,2,8,3
Terri Spiderlily" N.","Concord, CA",561,732,1,7/1/2012,6911,https://www.yelp.com/user_details?userid=ACofs6fXBVRS8GG-KDhatw,184,336,163,39,10
K. T.,"San Francisco, CA",54,11,0,11/1/2008,12,https://www.yelp.com/user_details?userid=Sc1_LaX4Kq3DQmjthbktEg,6,1,0,1,3
Jestee L.,"Sacramento, CA",676,54,1,10/1/2014,1837,https://www.yelp.com/user_details?userid=-V36yTp77J35ha8PBxRVLQ,15,27,8,4,0
Chris L.,"Rancho Cordova, CA",59,26,0,6/1/2010,17,https://www.yelp.com/user_details?userid=NpHJF8RW1TvbBQUYBjlpXQ,11,9,4,1,1
Jai T.,"Walnut Creek, CA",0,14,0,4/1/2009,11,https://www.yelp.com/user_details?userid=k0EpU_8LovMg2p0zo2slCQ,8,4,1,0,1
A Plus M.,"Sacramento, CA",40,6,0,10/1/2016,2,https://www.yelp.com/user_details?userid=SUksBiy19QGhp6EBxyIT7w,4,1,1,0,0
MISTY D.,"Sacramento, CA",0,24,0,9/1/2011,9,https://www.yelp.com/user_details?userid=RUiF1C9c5wMKiciAFUD9vg,5,4,1,9,5
Raquel V.,"Sacramento, CA",21,127,0,12/1/2014,66,https://www.yelp.com/user_details?userid=2gdbythvPTKGkBIMSFwYlA,48,34,27,6,12
Christen M.,"Rancho Cordova, CA",74,11,0,1/1/2010,27,https://www.yelp.com/user_details?userid=RSvnVtnK3pmRYM4wD1N_tQ,4,6,0,0,1
Deborah T.,"Auburn, CA",20,3,0,5/1/2017,3,https://www.yelp.com/user_details?userid=roRtUNg4Y_vDScuqKKdefA,0,0,0,0,0
Felecia F.,"Sacramento, CA",82,269,1,1/1/2013,907,https://www.yelp.com/user_details?userid=Thew2366O9v9n8fKcQUYxQ,160,40,26,16,27
Jessica G.,"Anaheim, CA",20,5,0,8/1/2012,1,https://www.yelp.com/user_details?userid=hMhigxBsdNpJ3LusxxpaTg,5,0,0,0,0
Brenda G.,"Sacramento, CA",0,19,0,6/1/2012,20,https://www.yelp.com/user_details?userid=zy7oEyoYyVP3QsXlwU41nw,10,5,0,3,1
Sean R.,"West Sacramento, CA",6,193,0,7/1/2016,67,https://www.yelp.com/user_details?userid=cPwqZWrVrpmvDgV-MIxdfQ,175,16,1,1,0
Scott L.,"Vacaville, CA",78,4,0,10/1/2016,24,https://www.yelp.com/user_details?userid=psQj-aoRZcNhXF8K7Fi7OA,0,0,0,0,4
david l.,"Roseville, CA",64,25,0,6/1/2009,34,https://www.yelp.com/user_details?userid=gjd-GWzSHG-8RjaKMsTarQ,12,10,1,2,0
Ashley I.,"Sacramento, CA",75,67,0,10/1/2011,95,https://www.yelp.com/user_details?userid=JKEL8id42ZMAnA-ccjRUxQ,27,16,5,3,16
Alyssa H.,"Davis, CA",3,25,0,4/1/2013,31,https://www.yelp.com/user_details?userid=W5uGHqxDCFUXMKwZ3kD_Zg,8,13,3,1,0
Aslan B.,"Fair Oaks, CA",31,115,1,7/1/2006,385,https://www.yelp.com/user_details?userid=BIrmvMEli2e5W4b5AEeJSQ,30,52,22,6,5
Nancy C.,"San Diego, CA",4,27,0,3/1/2016,8,https://www.yelp.com/user_details?userid=D9xNnwL_hNuJ9WC6lyfD2A,8,5,2,6,6
Jaclyn A.,"Fair Oaks, CA",71,216,1,4/1/2010,468,https://www.yelp.com/user_details?userid=ICDdW7uL-dRsRu8jH4Xn5Q,79,87,26,19,5
Benjamin G.,"Elk Grove, CA",87,212,1,11/1/2011,508,https://www.yelp.com/user_details?userid=Qqkl6tcoWjjbG-K9Ub54oA,68,107,30,6,1
Stacy R.,"El Dorado Hills, CA",1,21,0,5/1/2009,43,https://www.yelp.com/user_details?userid=OQyXjK6iePOVV1ZuaewT9w,15,2,0,2,2
Davis How you doin?" C.","Elk Grove, CA",2,12,0,9/1/2010,8,https://www.yelp.com/user_details?userid=de1-tJTgp4iV3FqfAR3Nzw,1,10,0,1,0
Bella S.,"Davis, CA",11,77,1,2/1/2014,78,https://www.yelp.com/user_details?userid=ZaZM7J2rn4weLTctv8QZcQ,31,28,11,2,5
Hieu L.,"Sacramento, CA",95,40,1,4/1/2014,44,https://www.yelp.com/user_details?userid=z2PNHkEHhDEuVUgWcoEnIQ,8,20,6,2,4
Monica M.,"Rancho Santa Margarita, CA",0,2,0,5/1/2014,1,https://www.yelp.com/user_details?userid=Zddx5SpofMuvXhiDDIqGZw,0,0,0,0,0
Jeremy W.,"Henderson, NV",249,75,1,11/1/2011,186,https://www.yelp.com/user_details?userid=3Apvsrrf4wJuG4NdwIfXwA,39,21,9,3,3
Ayana H.,"Sacramento, CA",237,17,0,8/1/2015,28,https://www.yelp.com/user_details?userid=eN4Lqm1pg9Ay-R3n3yhkUg,8,5,4,0,0
Nayani G.,"Lead Hill, Roseville, CA",132,1,0,7/1/2018,0,https://www.yelp.com/user_details?userid=1YkGx7dcSTYktxKyOcFgzg,0,0,0,0,0
Ronald Q.,"Sacramento, CA",1,15,0,1/1/2014,2,https://www.yelp.com/user_details?userid=cn8r8OnPow9RU46HUm2D9Q,5,5,1,1,3
Lexi S.,"Elk Grove, CA",0,7,0,9/1/2011,5,https://www.yelp.com/user_details?userid=-dO75Wavkbha6LGb_avjlQ,4,0,0,3,0
Scott M.,"West Sacramento, CA",59,13,0,5/1/2011,29,https://www.yelp.com/user_details?userid=Yru0_RMvN-pskoMCdVzxlw,5,5,1,2,0
Kat 'Feed me Seymore!' A.,"Elk Grove, CA",82,128,1,1/1/2009,698,https://www.yelp.com/user_details?userid=QICK-snk1mo_plAOrkNapQ,47,43,24,7,7
Anna E.,"Rancho Cordova, CA",165,40,0,4/1/2013,31,https://www.yelp.com/user_details?userid=sMdXPXsBiYOvvevvbIZ3IA,22,10,4,0,4
Kathy C.,"Carmichael, CA",62,46,0,12/1/2012,45,https://www.yelp.com/user_details?userid=B5vrSROLtr5wZvf_SNgg-w,31,5,2,2,6
Vince N.,"Elk Grove, CA",48,249,1,1/1/2011,627,https://www.yelp.com/user_details?userid=1noEnpLlagabkc7TXKXBBQ,79,91,53,16,10
Mark W.,"Walnut Creek, CA",0,65,0,4/1/2012,36,https://www.yelp.com/user_details?userid=Uytwcg0lKJ8e0zkhHqrC3g,23,25,10,4,3
Anthony A.,"Hayward, CA",0,14,0,7/1/2012,38,https://www.yelp.com/user_details?userid=Km_U45aEYwiPxl1w39Epvg,2,1,0,3,8
Phil L.,"Fairfield, CA",0,47,0,3/1/2012,19,https://www.yelp.com/user_details?userid=kc1zZ0jYba166SaQjvHcVw,13,21,11,2,0
Pat P.,"Sacramento, CA",1,27,0,6/1/2010,31,https://www.yelp.com/user_details?userid=XdNHkzU8SOqFV19LShfi0w,18,0,3,2,4
Jessica P.,"Sacramento, CA",0,4,0,2/1/2017,2,https://www.yelp.com/user_details?userid=p20a4KEn2Tmp6-xxq79WCA,2,0,1,0,1
Carlos wishes he were Anthony Bourdain" A.","Los Angeles, CA",1418,1636,1,8/1/2007,11159,https://www.yelp.com/user_details?userid=ZBLZIOrO3DZJzDFlFO-bJw,612,791,206,14,13
Ashleigh I LOVE MAC AND CHEESE" D.","Philadelphia, PA",75,46,0,8/1/2010,56,https://www.yelp.com/user_details?userid=X8i-TAgTLjXL64knoBRr8A,19,14,6,5,2
Danielle A.,"Auburn, CA",1,8,0,7/1/2014,1,https://www.yelp.com/user_details?userid=O3pDNnp5CKCEnx_N9sbL9A,8,0,0,0,0
Mimi S.,"Sacramento, CA",0,5,0,3/1/2018,0,https://www.yelp.com/user_details?userid=bwKthXN7KWd2Ujgyz6BMXw,3,1,0,1,0
Z. N.,"West Sacramento, CA",0,15,0,11/1/2015,5,https://www.yelp.com/user_details?userid=rms-nhp6Ac04p9o3WzbCPw,14,0,0,0,1
Nancy P.,"Empire, CA",0,5,0,6/1/2017,2,https://www.yelp.com/user_details?userid=TnDdU9zXi7Ao2aX9pk4EMg,1,2,0,0,2
Courtney R.,"Alexandria, VA",10,127,1,4/1/2013,166,https://www.yelp.com/user_details?userid=nokUEW4RkKnTXno6ROwQ_g,51,34,20,11,11
Steve T.,"Folsom, CA",267,224,1,7/1/2007,902,https://www.yelp.com/user_details?userid=rQ1DJ6fnk7aqLV81iUdEEQ,96,66,29,21,12
Lauren T.,"Rancho Cordova, CA",0,8,0,7/1/2012,7,https://www.yelp.com/user_details?userid=tE2Z7AlpVh579HiJ5tvh1w,7,1,0,0,0
Brian G" G.","Davis, CA",592,381,1,6/1/2012,1564,https://www.yelp.com/user_details?userid=49wpnk-zjBhwJP79T9IoXg,143,161,75,2,0
April R.,"Sacramento, CA",80,16,0,2/1/2015,25,https://www.yelp.com/user_details?userid=hdqSL6oaaxv9hkGlDn-ong,8,1,1,2,4
Myra A.,"Las Vegas, NV",34,24,0,1/1/2013,66,https://www.yelp.com/user_details?userid=lv7gWb0r-dvZKwCOizGD9w,9,2,6,1,6
Nancy M.,"Roseville, CA",5,5,0,9/1/2012,6,https://www.yelp.com/user_details?userid=SVzgfRrPF-m4QeUzsN4j8w,3,1,0,0,1
Stephanie T.,"Sacramento, CA",291,462,1,3/1/2011,1492,https://www.yelp.com/user_details?userid=KUjjvk78cs-rqV4cg-KR6w,102,191,129,33,7
Ken F.,"Sacramento, CA",10,10,0,3/1/2014,25,https://www.yelp.com/user_details?userid=NLei3F3vh4j8oiXSh4Ee8A,8,0,0,0,2
Kristin F.,"Sacramento, CA",169,89,1,6/1/2012,549,https://www.yelp.com/user_details?userid=qxZ410RZtdcMCVI1q_JH7Q,55,29,3,1,1
Kirat B.,"Merced, CA",129,1,0,11/1/2015,0,https://www.yelp.com/user_details?userid=UxOfJyrai2A2PiSy2z4xaw,0,0,0,0,0
Andy J.,"North Highlands, CA",4,9,0,7/1/2013,15,https://www.yelp.com/user_details?userid=L1HJUqt4DgJIaoLNRmGhsQ,6,2,0,1,0
Michael M.,"West Sacramento, CA",1,17,0,4/1/2015,11,https://www.yelp.com/user_details?userid=MaTiG63CQ_ppzuX0a--Fig,8,0,2,4,3
Andrew The Saint" S.","Cool, CA",7,32,0,9/1/2011,11,https://www.yelp.com/user_details?userid=P2xT5p4yOcEuMo5pMfANYA,16,7,3,4,2
Rosanna RFK" K.","San Francisco, CA",134,79,1,6/1/2012,532,https://www.yelp.com/user_details?userid=yYAMTdGGIWOLthgWoc4T3Q,38,21,10,9,1
Emily M.,"Chula Vista, CA",0,4,0,10/1/2015,0,https://www.yelp.com/user_details?userid=_Xme6Y6f9S6CtKIRCvnMDQ,3,0,0,0,1
Junior G.,"Kaneohe, HI",177,1,0,8/1/2017,0,https://www.yelp.com/user_details?userid=e417AGDM4cDI-jUtsn62dA,0,0,0,0,0
Jamal P.,"Lincoln, CA",1,3,0,3/1/2015,8,https://www.yelp.com/user_details?userid=LuFQCPu3lOZ79Zv6UpbBMQ,0,0,0,0,0
Jay O.,"Chino, CA",1,46,0,5/1/2010,55,https://www.yelp.com/user_details?userid=7JWCYvwr9lqj5woEqvKmtw,28,8,4,5,1
Stephen V.,"Mission, San Francisco, CA",0,31,0,12/1/2013,15,https://www.yelp.com/user_details?userid=q3nEasUPy4FnJY56GE3PPQ,15,4,2,1,9
Nate S.,"Sacramento, CA",57,243,1,6/1/2007,1509,https://www.yelp.com/user_details?userid=7bV-KmkWmnruaoH9lnQluw,69,105,32,29,8
Sam R.,"Sacramento, CA",2,90,0,8/1/2009,123,https://www.yelp.com/user_details?userid=A8nNerq7_eQq5Hupi7a-1w,38,48,4,0,0
"Whitney 'Bears, Beets, Battlestar Galactica' B.","Little Rock, AR",501,363,1,1/1/2010,5802,https://www.yelp.com/user_details?userid=zy4NqQpPWNRftutQEhVb1g,86,123,105,19,30
Ken L.,"Northern California, CA",265,188,1,11/1/2009,1329,https://www.yelp.com/user_details?userid=_hKZUOMq4hRFXmAEEsM0SQ,123,49,12,3,1
DontWorryAboutIt X.,"Sacramento, CA",0,17,0,7/1/2013,15,https://www.yelp.com/user_details?userid=HNCsNcOuwZP8JHqVIs2raA,8,3,1,1,4
Corinne H.,"Sacramento, CA",81,11,0,6/1/2013,7,https://www.yelp.com/user_details?userid=3qKdqNQ3_0A_JlswGZIAMg,7,1,0,1,2
Kristie V.,"Stockton, CA",67,1,0,12/1/2016,1,https://www.yelp.com/user_details?userid=tAei3UjQ1VaIr-N11OTACA,0,0,0,0,0
Shauntay D.,"Sacramento, CA",4,3,0,11/1/2009,0,https://www.yelp.com/user_details?userid=flN-SYYKWKK-eOE_Ona_5g,0,0,0,0,0
Trent Chef ACEO" J.","Houston, TX",819,59,0,3/1/2012,75,https://www.yelp.com/user_details?userid=YkXhhfHN-keOUJgJqG_jaw,14,23,17,4,1
Dawn G.,"Sacramento, CA",39,8,0,1/1/2016,13,https://www.yelp.com/user_details?userid=yI5ofIucZZWC5bjTorXuPg,5,3,0,0,0
Molon L.,"Arbuckle, CA",0,12,0,2/1/2012,16,https://www.yelp.com/user_details?userid=CxFhF45q44FnpawWW3MPAw,10,0,0,0,2
Jonathan T.,"Sacramento, CA",0,14,0,10/1/2010,24,https://www.yelp.com/user_details?userid=86z-aWSOCkvEUL4TVGgTgQ,10,0,0,2,2
Harry Moko" M.","Sacramento, CA",81,120,1,8/1/2012,346,https://www.yelp.com/user_details?userid=3JApsX8WRBnGD2ktE8KC9A,45,50,21,2,2
Aurelio @iblackmouth" B.","Los Angeles, CA",1578,69,1,7/1/2012,216,https://www.yelp.com/user_details?userid=Zu-4r5sR3CGizi1iIzWAAQ,52,7,4,3,3
Katia H.,"Placerville, CA",0,3,0,3/1/2015,2,https://www.yelp.com/user_details?userid=cy4MNp6CXBpvrjlW00fdrw,0,0,0,0,0
S M.,"Placerville, CA",0,2,0,4/1/2012,0,https://www.yelp.com/user_details?userid=6UOF-DHJsxPM2rth1dkqYA,0,0,0,0,0
John K.,"Antelope, CA",1,28,0,8/1/2011,28,https://www.yelp.com/user_details?userid=k9Lr365OlJEyE-59iJsWeA,0,6,8,11,3
Fabi The Foodie and Funnie" E.","Rancho Cordova, CA",1,55,0,7/1/2012,82,https://www.yelp.com/user_details?userid=HssI0DlrpF80hgVDcaIrcw,18,12,6,6,13
Christian Michael F.,"Sacramento, CA",67,1,0,1/1/2017,2,https://www.yelp.com/user_details?userid=CM7n7_z8SMznli4dP4Uz-g,0,0,0,0,0
Missy L.,"Sacramento, CA",45,48,0,7/1/2011,71,https://www.yelp.com/user_details?userid=qsIXNK5TFTVqXVtKVzYJLw,10,18,4,13,3
Carolyn L.,"Elk Grove, CA",8,1,0,4/1/2012,0,https://www.yelp.com/user_details?userid=ZYY_lDj7FUnqhNKtxZD--w,0,0,0,0,0
Chris L.,"San Jose, CA",160,4,0,3/1/2013,4,https://www.yelp.com/user_details?userid=9Ku8wM0D3VZcEofCvA9-vg,3,0,0,0,1
