user_name,user_location,user_friend_count,user_review_count,user_elite,user_yelp_age,user_review_votes,user_url,user_5star,user_4star,user_3star,user_2star,user_1star
Mike H.,"Fresno, CA",6,81,0,4/1/2011,117,https://www.yelp.com/user_details?userid=sggH-HEzDO8ABAZKbZIp-w,25,18,9,13,16
Linda V.,"Granite Bay, CA",0,9,0,11/1/2016,2,https://www.yelp.com/user_details?userid=da-K_FIV2EprRG8-_Ajfiw,6,3,0,0,0
Wayne D.,"Sacramento, CA",69,7,0,12/1/2014,0,https://www.yelp.com/user_details?userid=LO6HtEmXw8V4GvJjVHqJ2g,4,1,0,1,1
Amanda C.,"Sacramento, CA",0,5,0,8/1/2009,7,https://www.yelp.com/user_details?userid=fAEGVVMCLJ78nBueiEcczw,3,1,1,0,0
Matt insert quip here" H.","Stockton, CA",16,16,0,6/1/2009,28,https://www.yelp.com/user_details?userid=QN4hXXAWQWH5LFlNE_XvqA,4,0,2,4,6
Rebeca B.,"Sacramento, CA",0,1,0,1/1/2014,0,https://www.yelp.com/user_details?userid=tRBjJBjcTstcf6mpXhWWnw,0,0,0,0,0
Melinda T.,"Los Angeles, CA",85,209,1,4/1/2013,186,https://www.yelp.com/user_details?userid=0lSAA7-JtV2rJzFeUjoAYw,101,61,35,10,2
Tom J.,"Los Angeles, CA",1,152,0,6/1/2013,41,https://www.yelp.com/user_details?userid=VzJHtNTzn0Z77WRyby9N8g,35,44,50,17,6
Larry egca916" F.","Elk Grove, CA",66,17,0,11/1/2008,16,https://www.yelp.com/user_details?userid=xCSlmIn2nzWjIknAILVrqQ,11,5,1,0,0
Amira A.,"Sunnyvale, CA",0,16,0,10/1/2013,15,https://www.yelp.com/user_details?userid=Z4pDukz4u6VTUUJwUxEZhA,10,1,0,1,4
Eric F.,"San Francisco, CA",15,6,0,1/1/2014,6,https://www.yelp.com/user_details?userid=jGxlcAUW_5c7ORpsrpxQtg,5,0,1,0,0
Jason P.,"Natomas, Sacramento, CA",3,13,0,12/1/2013,7,https://www.yelp.com/user_details?userid=2BBhAyCpcLkty8U1JzvlNQ,9,1,1,2,0
Jackie B.,"Sacramento, CA",177,213,1,1/1/2011,675,https://www.yelp.com/user_details?userid=7_-uEK5JEs87j6YKrxoRjg,114,66,18,10,5
Ronnie M.,"Citrus Heights, CA",170,2,0,9/1/2016,7,https://www.yelp.com/user_details?userid=t7J7DXlxXftc6N3uVLH_6w,0,0,0,0,0
Joleen C.,"Honolulu, HI",0,17,0,2/1/2016,8,https://www.yelp.com/user_details?userid=fNGBbwWlj_cVpeDc4IhEZg,13,3,1,0,0
Todd B.,"Sacramento, CA",0,19,0,2/1/2015,11,https://www.yelp.com/user_details?userid=y40o03HiR58e9iE1fRYAtA,8,3,3,1,4
Gerardo C.,"Whittier, CA",24,7,0,9/1/2010,13,https://www.yelp.com/user_details?userid=nhhCrvSY3hqKqdACmIDz-g,4,0,0,1,2
Eric W.,"San Jose, CA",0,7,0,10/1/2013,5,https://www.yelp.com/user_details?userid=PsqiAUpVk0krRUTprs1P4g,2,0,0,1,4
Allison H.,"Sacramento, CA",0,1,0,9/1/2015,3,https://www.yelp.com/user_details?userid=ZtKqpyJ_uKm-T_9njP_vwA,0,0,0,0,0
Gabriella M.,"Milton, WA",81,37,0,9/1/2013,35,https://www.yelp.com/user_details?userid=Uuw4dBBYRUfsDf6-JzDsJQ,12,4,5,8,8
Cristin C.,"Sacramento, CA",14,11,0,2/1/2014,6,https://www.yelp.com/user_details?userid=v7EYUpyAtKdAs8RAylF9ag,9,0,0,0,2
T H.,"San Francisco, CA",16,21,0,3/1/2012,20,https://www.yelp.com/user_details?userid=DaIgZqg1oCek0zcZxJMtRQ,10,4,2,1,4
Tina SFGal" T.","San Francisco, CA",0,5,0,1/1/2009,5,https://www.yelp.com/user_details?userid=c27vBtOUD8iXqHPQzJqmrA,4,1,0,0,0
Peter S.,"Fresno, CA",3,43,0,2/1/2015,53,https://www.yelp.com/user_details?userid=pHVR0E0hdE5Q5wmV78HbWg,13,10,8,8,4
Zach O.,"Hollywood, Los Angeles, CA",7,13,0,9/1/2012,11,https://www.yelp.com/user_details?userid=Kw1puUsZSIQVLqEqFoZppg,9,3,1,0,0
Sequoia C.,"Citrus Heights, CA",0,1,0,4/1/2017,0,https://www.yelp.com/user_details?userid=90Thkg6m82AKCIV-_aLbow,0,0,0,0,0
Danielle I love food & food loves me" A.","Elk Grove, CA",108,85,1,6/1/2015,233,https://www.yelp.com/user_details?userid=NvirsSiagi2NZOtTKIP-IQ,17,36,19,4,9
Avtar Avi" S.","Woodland, CA",63,141,1,2/1/2015,291,https://www.yelp.com/user_details?userid=6_xA-47e3b2-stkuo1aftw,73,42,24,2,0
Eric P.,"Sacramento, CA",0,86,0,7/1/2009,123,https://www.yelp.com/user_details?userid=M7R1f-y0Hb0b0jDTCFvOqw,18,36,18,12,2
Stephen P.,"Carmichael, CA",0,27,0,11/1/2013,48,https://www.yelp.com/user_details?userid=NzNqzj1mZNGghAr44XsV5Q,1,11,8,7,0
Martin Chef T.,"Sacramento, CA",83,3,0,7/1/2013,1,https://www.yelp.com/user_details?userid=QjgeydJ4j2RsTzBrm6tSYQ,0,0,0,0,0
Jen h.,"Denver, CO",0,37,0,5/1/2011,18,https://www.yelp.com/user_details?userid=ztgmr9M37ZIJw6jT2wfAaQ,32,4,0,0,1
Casey T.,"Citrus Heights, CA",13,8,0,4/1/2011,21,https://www.yelp.com/user_details?userid=fyXkxnoaONABG3rwzgVlIw,3,4,1,0,0
Justin G.,"Citrus Heights, CA",91,8,0,1/1/2016,1,https://www.yelp.com/user_details?userid=G8A6gcbl1SyOnnCpAb6OQw,1,1,2,3,1
Ariel M.,"Citrus Heights, CA",104,16,0,2/1/2015,26,https://www.yelp.com/user_details?userid=OTywEAlf1f6CEH5tF5cOTg,6,4,2,1,3
victoria g.,"Daly City, CA",1,13,0,10/1/2011,8,https://www.yelp.com/user_details?userid=0d2ujiHm40wYLFg_WEJw2w,10,0,0,0,3
T.A N.,"Buena Park, CA",10,60,0,2/1/2010,75,https://www.yelp.com/user_details?userid=HHy_wohyc7I6SZGPAr9hKQ,29,14,13,3,1
Jo C.,"Foster City, CA",0,4,0,11/1/2013,5,https://www.yelp.com/user_details?userid=I3zDwt4tOLXs8nMto-szog,4,0,0,0,0
Hannah B.,"Davis, CA",0,13,0,11/1/2012,15,https://www.yelp.com/user_details?userid=SjUbrtiESi5c2m-h1bufjQ,5,0,1,1,6
James Big Game James" I.","Sacramento, CA",17,61,0,9/1/2009,140,https://www.yelp.com/user_details?userid=81ZLCmETaZ8y2kzMwIn5og,22,27,4,6,2
Sam L.,"Foster City, CA",240,138,1,2/1/2013,478,https://www.yelp.com/user_details?userid=3FOZtKzHOmSjzfp7ScVL3Q,45,58,26,8,1
Benjamin K.,"Atlanta, GA",37,20,0,6/1/2011,14,https://www.yelp.com/user_details?userid=Dt4l49SWdhF900ZHP1TALA,16,1,1,1,1
Swamy B.,"Sacramento, CA",0,14,0,3/1/2012,20,https://www.yelp.com/user_details?userid=iwclnfe8AaJ3fapgMa9BFQ,3,3,1,4,3
Jerry C.,"Fairfield, CA",0,6,0,2/1/2013,1,https://www.yelp.com/user_details?userid=Pvyp0qUtZCBmGRAoD7xGdA,3,1,0,1,1
Peejay T.,"Fullerton, CA",25,165,1,2/1/2008,356,https://www.yelp.com/user_details?userid=fh1VFh7dAydg1g6Bv1IcIg,44,43,49,20,9
Alejandro O.,"Sacramento, CA",0,15,0,1/1/2018,21,https://www.yelp.com/user_details?userid=FUBjNvznik5_2pPFqZeKew,0,0,3,4,8
Kayla Just yelp it" A.","Sacramento, CA",289,107,0,6/1/2010,185,https://www.yelp.com/user_details?userid=6N1WUkfdetY2kuQ3cfCDkQ,31,52,18,3,3
Dee H.,"Sacramento, CA",3,37,0,10/1/2013,33,https://www.yelp.com/user_details?userid=OVU2uCKahh2y7bmt8xjVaw,24,3,2,1,7
Thang X" N.","Sacramento, CA",238,14,0,4/1/2009,23,https://www.yelp.com/user_details?userid=G3FBDryC0BmzqwiPTGGwmQ,2,7,3,1,1
Nansay S.,"Folsom, CA",18,37,0,11/1/2012,126,https://www.yelp.com/user_details?userid=rkg4xZ5L4cj5_oEj-XbgxQ,6,12,6,7,6
Zachary G.,"Oakland, CA",19,20,0,11/1/2014,69,https://www.yelp.com/user_details?userid=l3UONLQYPUSQOVAwKnrp4Q,11,5,0,2,2
Stacey S.,"Sacramento, CA",207,8,0,3/1/2012,7,https://www.yelp.com/user_details?userid=6-go25B35_-QRnY6ZnqKBQ,6,0,0,0,2
Jenny W.,"Sacramento, CA",101,7,0,1/1/2014,8,https://www.yelp.com/user_details?userid=TiivnGWXy3GPAAFGg_4YAw,6,0,0,0,1
Melodee S.,"Walla Walla, WA",0,7,0,11/1/2015,0,https://www.yelp.com/user_details?userid=if-uQaRutD76O5uqfJugSQ,5,2,0,0,0
Kim N.,"Fullerton, CA",307,35,0,3/1/2012,111,https://www.yelp.com/user_details?userid=i1P5AFKP7AwT1A19rJ6CwQ,23,6,2,2,2
Enrique Ren" A.","Sacramento, CA",1,9,0,5/1/2013,18,https://www.yelp.com/user_details?userid=KyJLs82vdZRg7ekm0joGSA,7,1,0,0,1
Nancy X.,"Sacramento, CA",82,120,0,9/1/2011,106,https://www.yelp.com/user_details?userid=LL3IjfbXGPllkQS1O5i6iw,39,61,9,4,7
Mike and Amber" F.","Sacramento, CA",1,7,0,10/1/2010,9,https://www.yelp.com/user_details?userid=3NuvVYQRYx9mlD8x2SOqNw,2,5,0,0,0
D. B.,"Sacramento, CA",46,30,0,8/1/2011,69,https://www.yelp.com/user_details?userid=PVPp1UkHRgtnCSFfPOV0BA,16,11,2,0,1
Rachel Goodie Girl" M.","Sacramento, CA",394,450,1,2/1/2010,1526,https://www.yelp.com/user_details?userid=aurXSIcPoHjS2WiWdgWRGA,138,142,108,31,31
Mark K.,"Sacramento, CA",103,31,0,10/1/2010,32,https://www.yelp.com/user_details?userid=blQoXrBj6RhHwiqhzZS2Bg,11,9,5,4,2
Thomas G.,"Long Beach, CA",34,35,0,7/1/2010,45,https://www.yelp.com/user_details?userid=h5YklpKSGAjo2oV_h8bXpg,5,10,10,8,2
John C.,"Davis, CA",0,8,0,11/1/2010,9,https://www.yelp.com/user_details?userid=RdXbyCQeIM7aUbndS5ZtxA,8,0,0,0,0
Johnathan R.,"Rancho Cordova, CA",129,1,0,9/1/2018,2,https://www.yelp.com/user_details?userid=uG1WH5PXFB-dnacPHs5jqA,0,0,0,0,0
Chelsea E.,"Sacramento, CA",71,11,0,6/1/2016,3,https://www.yelp.com/user_details?userid=dl-XczVkKxdSCDGAozHK3A,7,3,0,0,1
Jasmin L.,"Sacramento, CA",0,2,0,12/1/2017,0,https://www.yelp.com/user_details?userid=AWq8Cm-6wERSDshwDO-pZg,0,0,0,0,0
Jason Bruce" or "The Hammer" G.","Pasadena, CA",4449,2527,1,5/1/2011,38749,https://www.yelp.com/user_details?userid=eSlOI3GhroEtcbaD_nFXJQ,206,1083,1055,153,30
Emilia V.,"North Sacramento, Sacramento, CA",45,2,0,9/1/2018,0,https://www.yelp.com/user_details?userid=FtPxzwewdW_pPeRJtKKhYg,0,0,0,0,0
Julio L.,"Southeastern Sacramento, Sacramento, CA",0,1,0,4/1/2018,0,https://www.yelp.com/user_details?userid=eFCOJmF_mbVxdB8TnXS8Tw,0,0,0,0,0
David Y.,"Sacramento, CA",176,69,0,7/1/2011,87,https://www.yelp.com/user_details?userid=BzZFxg6227mWomXCdGhBqQ,42,26,1,0,0
Denyne L.,"Sacramento, CA",149,86,1,8/1/2012,532,https://www.yelp.com/user_details?userid=HWjd8gfmaCQbUCiztScLBA,31,27,12,7,9
Belinda V.,"Sacramento, CA",176,32,1,11/1/2015,38,https://www.yelp.com/user_details?userid=C6eNd-c23i42zXtOeqtwew,9,14,6,1,2
Christy with a side of BBQ sauce" M.","Sacramento, CA",266,262,1,9/1/2007,1425,https://www.yelp.com/user_details?userid=kDI1Z2XybS1mS198r_bcFg,80,97,46,28,11
Jessica Jeska" K.","Roseville, CA",778,57,0,4/1/2011,169,https://www.yelp.com/user_details?userid=zooZi_3SiV7kq1WCUGFRRQ,36,11,5,4,1
Sara S" N.","Sacramento, CA",69,209,1,10/1/2008,497,https://www.yelp.com/user_details?userid=EbaDFgoi215abjc6hAsH7g,88,62,15,20,24
Larry O.,"Citrus Heights, CA",0,29,0,12/1/2013,7,https://www.yelp.com/user_details?userid=dJ0pH2BuaS1lxLx3-MmkrA,20,1,2,1,5
William Will" H.","Folsom, CA",4,27,0,11/1/2008,57,https://www.yelp.com/user_details?userid=AX8iqaKaM9Thi6RKHyjZuw,15,3,3,2,4
Ann M.,"Sacramento, CA",0,4,0,10/1/2011,2,https://www.yelp.com/user_details?userid=QvWzo93jpx07SSTIU1UF5Q,1,1,0,0,2
Tlrlovesbbq j.,"Elk Grove, CA",34,3,0,12/1/2011,2,https://www.yelp.com/user_details?userid=07ysyUGxvJ3CN_gFHcL2_Q,0,0,0,0,0
Monti The Benefits Guy" H.","Sacramento, CA",556,49,0,3/1/2010,50,https://www.yelp.com/user_details?userid=ZH_UQMon1oulXGZS_xa1iA,19,15,7,3,5
Jesse M.,"Sacramento, CA",10,23,0,8/1/2008,52,https://www.yelp.com/user_details?userid=UoNEsZlMUDimw3-qWjA-AA,9,7,1,4,2
Anastasia L.,"Modesto, CA",227,2,0,2/1/2015,1,https://www.yelp.com/user_details?userid=pw5mjFvKY4F0UyiLI1pERA,0,0,0,0,0
Gretchen F.,"West Sacramento, CA",0,4,0,7/1/2015,0,https://www.yelp.com/user_details?userid=jootAYwv2DNojjztxSm7RA,2,2,0,0,0
Tank G.,"Greenwood, IN",14,191,1,10/1/2016,230,https://www.yelp.com/user_details?userid=xalgcjscRLNPuyaAeKNThA,31,112,41,6,1
Hugo S.,"Pompano Beach, FL",0,8,0,1/1/2015,1,https://www.yelp.com/user_details?userid=-hgDcA43kCJsADecDrMnyg,5,0,0,2,1
Mikayla S.,"Rocklin, CA",0,7,0,4/1/2017,2,https://www.yelp.com/user_details?userid=nbovRkS7TbwmBygH2MFuBg,1,5,1,0,0
Stephanie K.,"Santa Rosa, CA",56,9,0,11/1/2012,3,https://www.yelp.com/user_details?userid=hDwGC-wfdHPqT-MtVLO1jQ,6,1,0,1,1
Jon The Insurance Guy" M.","Sacramento, CA",7,135,0,10/1/2008,81,https://www.yelp.com/user_details?userid=TOyJILeOUOX6d5_duT_11w,62,45,25,3,0
Rene L.,"Sacramento, CA",770,459,1,1/1/2009,4996,https://www.yelp.com/user_details?userid=4wqKW7A9-7TfEzGClFT3_g,253,97,49,39,21
Leanna W.,"Sacramento, CA",14,13,0,9/1/2011,25,https://www.yelp.com/user_details?userid=7qA3Or3hIpmfE132DsFG0w,13,0,0,0,0
Kittie Sandwich" J.","North Highlands, CA",2,13,0,11/1/2013,16,https://www.yelp.com/user_details?userid=E6y5zYG0O6k04Xz0ecwvcA,8,1,0,2,2
Armina R.,"San Francisco, CA",3,5,0,6/1/2014,14,https://www.yelp.com/user_details?userid=TA67O531BhrchO2trLASUw,3,1,0,1,0
Christene H.,"Sacramento, CA",0,1,0,2/1/2012,0,https://www.yelp.com/user_details?userid=wab-b2HKkkahvDkmoN5weg,0,0,0,0,0
Johana Jo" O.","New York, NY",0,4,0,1/1/2011,3,https://www.yelp.com/user_details?userid=guZDYHKt_lTDasFdQP6flA,3,1,0,0,0
Gary P.,"Sacramento, CA",0,2,0,11/1/2011,0,https://www.yelp.com/user_details?userid=MIyvMuZ0XbSbTllDx3031A,0,0,0,0,0
Mona E.,"Humble, TX",0,17,0,4/1/2016,3,https://www.yelp.com/user_details?userid=2JLniJjoP4ohunZeGEJYzA,11,0,1,1,4
Milton F.,"Davis, CA",0,9,0,7/1/2011,10,https://www.yelp.com/user_details?userid=vNIylFhnyvW3GeTAUtW-KA,1,2,0,0,6
Raj M.,"Natomas, Sacramento, CA",48,51,0,4/1/2013,1250,https://www.yelp.com/user_details?userid=nMIrQv1VEmnUXgt7EDelAg,35,7,5,3,1
Katie B.,"Folsom, CA",0,6,0,9/1/2015,9,https://www.yelp.com/user_details?userid=S_792Q1rNCtOR9Wl_NevIA,5,0,0,0,1
Jenny H.,"Sacramento, CA",2,147,1,8/1/2012,162,https://www.yelp.com/user_details?userid=MOA3H2dWfRj6Ew4S4B7oLA,67,40,16,14,10
Tristan C.,"Sacramento, CA",95,1,0,10/1/2015,0,https://www.yelp.com/user_details?userid=i8W2I8bN8rPJs4I8rJxP-Q,0,0,0,0,0
Cameron K.,"Alexandria, VA",74,24,0,4/1/2013,23,https://www.yelp.com/user_details?userid=-z7gu0zgO4Ron48Y23nhQQ,10,0,4,4,6
Jeanie chocolate fan" M.","Albuquerque, NM",249,567,1,5/1/2007,3022,https://www.yelp.com/user_details?userid=ub9gpClegbi7u0QEa7499g,277,166,70,43,11
Jessica M.,"Solano County, CA",1,14,0,3/1/2011,19,https://www.yelp.com/user_details?userid=sYq9jEbtfTue6hzU7mq9dg,8,1,0,1,4
Ray G.,"West Covina, CA",144,33,0,2/1/2012,26,https://www.yelp.com/user_details?userid=ouxMOLPbqLPemhOX8-cvfQ,12,8,4,7,2
Stephanie R.,"Mountain View, CA",142,204,1,3/1/2009,452,https://www.yelp.com/user_details?userid=mGoJBjlrOkJ0NjjPCxbvlA,70,83,36,9,6
Nikki D.,"Oakley, CA",304,37,0,8/1/2008,110,https://www.yelp.com/user_details?userid=bmrvgmkwq69j47SvmMzu8g,30,1,2,0,4
Tonya R.,"Roseville, CA",136,6,0,9/1/2010,2,https://www.yelp.com/user_details?userid=liVWKHrC-9ysH6DMblC7jQ,6,0,0,0,0
Mike D.,"Sacramento, CA",90,1,0,5/1/2016,0,https://www.yelp.com/user_details?userid=3n-kUfB1s6CFd79OtAKZ1A,0,0,0,0,0
Mitch W.,"Sacramento, CA",123,6,0,2/1/2010,31,https://www.yelp.com/user_details?userid=Gitogr3PiI8sFtG6JdYoXg,4,1,0,1,0
Bao G.,"Sacramento, CA",0,4,0,12/1/2010,4,https://www.yelp.com/user_details?userid=99G8pRSeeEeCOjb6vrTy9g,3,0,0,0,1
Jeremy The Pizza Specialist" K.","Sacramento, CA",158,68,1,6/1/2015,80,https://www.yelp.com/user_details?userid=7byMZet4q7rdmXzzRrlWgw,26,24,10,1,7
Matthew K.,"Sacramento, CA",4,10,0,1/1/2015,3,https://www.yelp.com/user_details?userid=UykXjqv_bCN8P9olMtws3Q,7,2,1,0,0
Paul D.,"Richmond, CA",0,2,0,9/1/2015,0,https://www.yelp.com/user_details?userid=0LcxukSVg3AmIt3MqYe8gw,0,0,0,0,0
M K.,"Bangor, CA",1,8,0,9/1/2010,2,https://www.yelp.com/user_details?userid=uRbX6M7h66FQ-TxtbJsmww,3,2,0,2,1
Hemesh P.,"Huntington Beach, CA",19,493,1,1/1/2010,563,https://www.yelp.com/user_details?userid=t22hN3_efFfBk560RQfw-g,228,99,79,63,24
Crystal S.,"Sacramento, CA",244,30,0,10/1/2015,23,https://www.yelp.com/user_details?userid=_5DGZZyRzJ_QEZ7wFlVpLQ,15,9,3,2,1
Matthew C.,"Cameron Park, CA",1,4,0,7/1/2013,2,https://www.yelp.com/user_details?userid=YSH-Iq43PXV8eYZ0ZFKRtA,3,1,0,0,0
Stephanie B.,"Sacramento, CA",77,152,1,6/1/2008,428,https://www.yelp.com/user_details?userid=YchfJ6khWOnQMBCrFGwXiQ,37,38,41,26,10
Zubin S.,"Arlington, TX",54,1,0,8/1/2017,0,https://www.yelp.com/user_details?userid=pHN43lt2VtAKSjIz560OKw,0,0,0,0,0
Collin C.,"East Sacramento, Sacramento, CA",12,3,0,1/1/2014,4,https://www.yelp.com/user_details?userid=y92ehKWqR2R5lyR5RGS46Q,0,0,0,0,0
Joe G.,"Monument Corridor, CA",117,1,0,1/1/2015,0,https://www.yelp.com/user_details?userid=gylXb_CedOJnOqgKEjfRjA,0,0,0,0,0
Lendy S.,"Fair Oaks, CA",2,31,0,10/1/2010,37,https://www.yelp.com/user_details?userid=4fcEbBpW5PMFzFpkdK0Rfw,21,7,1,0,2
Derek A" M.","Sacramento, CA",173,54,0,7/1/2010,444,https://www.yelp.com/user_details?userid=0b-x4uyN9la5T8ym0djyvw,20,14,7,4,9
Chris W.,"Oakland, CA",202,3,0,8/1/2015,0,https://www.yelp.com/user_details?userid=g9jesBwADX8Fs8o24bpUxQ,0,0,0,0,0
Bobbie R.,"Carmichael, CA",59,17,0,6/1/2013,20,https://www.yelp.com/user_details?userid=1rrCS1-VCj2fuUjhRu0X4w,3,5,2,1,6
Stacy Queen of the Finer Things" G.","West Sacramento, CA",255,668,1,4/1/2008,3027,https://www.yelp.com/user_details?userid=oNeyHF8MKilKZOUENpTk3Q,221,331,97,17,2
Alex C.,"Peoria, AZ",93,96,1,8/1/2011,153,https://www.yelp.com/user_details?userid=7Fy1MWDShAYk4T1YH9tc9Q,41,24,16,5,10
Shane T.,"Sacramento, CA",161,293,1,12/1/2009,1106,https://www.yelp.com/user_details?userid=gmqBI990xtxAvP344Sxo-g,75,119,63,18,18
jim p.,"Sacramento, CA",39,36,0,10/1/2009,69,https://www.yelp.com/user_details?userid=77se_P_VFtAOEuty0x_Hnw,11,14,8,1,2
Lisa W.,"Sacramento, CA",111,283,0,5/1/2008,1243,https://www.yelp.com/user_details?userid=Mhd1HwHyNuwpKfaAp5P9dQ,71,52,63,52,45
Arelle O.,"Sacramento, CA",109,13,0,2/1/2016,10,https://www.yelp.com/user_details?userid=PXwMjkdPeNJeVhwJp61vlQ,3,1,0,1,8
Nadine S.,"Livermore, CA",0,5,0,12/1/2014,3,https://www.yelp.com/user_details?userid=8szCekDc2VT6nAE0gRdUUA,2,0,0,1,2
Donna Alexis B.,"Gridley, CA",3,20,0,8/1/2013,11,https://www.yelp.com/user_details?userid=uQw10LA9pWddMzLRtq312Q,5,6,5,3,1
Rikki T.,"Sacramento, CA",28,40,0,4/1/2013,223,https://www.yelp.com/user_details?userid=zz5BRZRxfOfY9J9M3_dPTg,12,6,4,7,11
Joe S.,"Sacramento, CA",0,79,0,6/1/2007,393,https://www.yelp.com/user_details?userid=6cCNoj8owfex3cLaIIC66Q,10,17,13,20,19
N D.,"Rancho Cordova, CA",0,30,0,6/1/2011,50,https://www.yelp.com/user_details?userid=wN4jFoFZfw8IW03baFWxTQ,16,0,4,2,8
Joel Y.,"El Dorado Hills, CA",1,30,0,6/1/2008,41,https://www.yelp.com/user_details?userid=8zp8_cYV4qnmFWC-Io_Z2g,25,4,1,0,0
Rodney @BurgerJunkies" B.","Elk Grove, CA",82,39,0,12/1/2008,251,https://www.yelp.com/user_details?userid=Qi59DI9Y2VZWOGB0in8_Tg,29,6,1,1,2
Matt R.,"Sacramento, CA",1,9,0,1/1/2012,4,https://www.yelp.com/user_details?userid=--dm5cWPhJ3oTzjIgCbBBw,2,3,1,2,1
Hetal P.,"San Francisco, CA",578,198,1,9/1/2011,1791,https://www.yelp.com/user_details?userid=4ABOACN6e0SyOYN6oSsUZA,107,57,19,7,8
Paul G.,"El Dorado Hills, CA",0,1,0,8/1/2014,3,https://www.yelp.com/user_details?userid=4dstVb-BUKlGJWg2Rb1j9g,0,0,0,0,0
Corey W.,"Vacaville, CA",55,5,0,3/1/2011,9,https://www.yelp.com/user_details?userid=iVM8EC_FKGxYwNVDHd2xjw,2,0,0,0,3
Kaytie B.,"Antelope, CA",140,4,0,7/1/2016,0,https://www.yelp.com/user_details?userid=ZMGSc4JT-TzUkH8cdNeJtQ,4,0,0,0,0
Kelsey T.,"Santa Maria, CA",3,2,0,3/1/2013,1,https://www.yelp.com/user_details?userid=4FU5dufmrf_ab6g-mTge8A,0,0,0,0,0
Amanda Manda Bear" R.","Sacramento, CA",196,67,1,4/1/2008,213,https://www.yelp.com/user_details?userid=_m5AKsMXuDEkyUL4dSs8Hw,21,22,12,3,9
Mari P.,"Sacramento, CA",132,7,0,4/1/2014,25,https://www.yelp.com/user_details?userid=0sHqQOpALwxxYQWWFWZm0A,3,1,2,0,1
R.J. D.,"Houston, TX",1,48,0,7/1/2012,100,https://www.yelp.com/user_details?userid=fQUMkota1af_oa_yzpwvuw,10,14,8,7,9
Judy M.,"Sacramento, CA",0,2,0,7/1/2018,1,https://www.yelp.com/user_details?userid=F8fodpskxYmxE6BY_7xGQQ,0,0,0,0,0
Marciano P.,"Stockton, CA",2,26,0,1/1/2014,42,https://www.yelp.com/user_details?userid=9C6J13K8c6XQob0suJl_6A,23,2,1,0,0
Tory T.,"Elk Grove, CA",0,8,0,11/1/2017,1,https://www.yelp.com/user_details?userid=aXK7e1PJ874ZNGgf56zaQA,6,2,0,0,0
Jorgess M.,"Roseville, CA",214,273,1,3/1/2011,732,https://www.yelp.com/user_details?userid=u9zqrRSnf6BByCIQ0MIyiA,57,121,69,12,14
Vasiliy M.,"London, United Kingdom",726,605,1,8/1/2015,1917,https://www.yelp.com/user_details?userid=ToEoV4wvbSIHQVpR-rLtMg,115,290,166,27,7
Jessica Y.,"San Francisco, CA",189,34,0,4/1/2009,22,https://www.yelp.com/user_details?userid=AetrQWUfAguSAvgcJ8K0CQ,18,13,2,1,0
Kelly C.,"Davis, CA",347,261,1,8/1/2015,557,https://www.yelp.com/user_details?userid=CQrXMz-u0E9K0dJsqxd1kQ,74,117,53,12,5
Shawn G.,"San Francisco, CA",91,52,0,9/1/2008,65,https://www.yelp.com/user_details?userid=T7BMQ7wu-JPnFx6w1c0Xqw,15,7,9,9,12
Sonia H.,"Fair Oaks, CA",6,36,0,12/1/2011,37,https://www.yelp.com/user_details?userid=6Ce1V3y3fPqL10JuG2Z8jg,15,19,0,0,2
Hanif L.,"Moreno Valley, CA",2,55,0,1/1/2014,8,https://www.yelp.com/user_details?userid=DydVeu-HXjjL9F2VdOLwpA,25,15,10,1,4
Brenda JustME" D.","Orangevale, CA",64,13,0,10/1/2011,4,https://www.yelp.com/user_details?userid=HC_SgDog8Mcp63DtB9cpKQ,7,0,1,1,4
Tiffany C.,"Seattle, WA",590,142,1,5/1/2014,246,https://www.yelp.com/user_details?userid=2nfA8m8MVmJAbJCiE1G92w,36,57,32,13,4
Andrew H.,"Sacramento, CA",20,40,0,8/1/2009,50,https://www.yelp.com/user_details?userid=9Hv16RYnYAoMlzm5wRxkAQ,21,14,0,3,2
Marlon kidmedbot" T.","Washington, DC",1182,2611,1,12/1/2008,8481,https://www.yelp.com/user_details?userid=82dCHyU-ANOgdhxUgZsUeg,105,1649,613,183,61
Brenda paraguay" B.","San Francisco, CA",3,60,0,7/1/2009,39,https://www.yelp.com/user_details?userid=6RmgJI2Y06_jAFLKbMC05g,16,33,5,3,3
Elizabeth Yelpmaster Flash" W.","Mather, CA",305,66,0,2/1/2010,175,https://www.yelp.com/user_details?userid=0_phOxpr7sL24FLAGtPIZQ,38,14,8,2,4
Dana Timmy" G.","Sacramento, CA",2,7,0,5/1/2011,7,https://www.yelp.com/user_details?userid=eszM-W5B7jOE_jGE3jHmGA,6,1,0,0,0
Da D.,"Sacramento, CA",23,30,0,2/1/2013,37,https://www.yelp.com/user_details?userid=hzGdoUsWn_v8H-oLsZvnsA,13,8,2,3,4
Daniel C.,"Sacramento, CA",1,37,0,3/1/2008,248,https://www.yelp.com/user_details?userid=qhtjB87GnhbAuknzVgjkCw,15,5,3,4,10
Phil B.,"Brooklyn, NY",11,2,0,9/1/2014,0,https://www.yelp.com/user_details?userid=YzTQ0M61BAHZPJ8yGuaLMw,0,0,0,0,0
Foodlover Foodlover" V.","Elk Grove, CA",2,139,0,9/1/2008,134,https://www.yelp.com/user_details?userid=5eseVFhz4DBJRTH_o-nWow,27,34,31,20,27
